Latitude (decimal degrees):	48.379
Longitude (decimal degrees):	9.491
Elevation (m):	770
Radiation database:	PVGIS-SARAH3


Slope: 45 deg. 
Azimuth: -165 deg. 
Nominal power of the PV system (c-Si) (kWp):	4.5
System losses (%):	10.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200104:1110,442.35,121.56,18.8,2.06,3.24,0.0
20200104:1210,253.4,76.48,18.21,2.36,4.0,0.0
20200104:1310,198.0,62.79,15.18,2.19,3.72,0.0
20200104:1410,178.92,57.96,9.99,1.93,3.72,0.0
20200104:1510,15.08,12.08,3.08,1.53,3.72,0.0
20200104:1610,0.0,0.0,0.0,1.03,3.79,0.0
20200104:1710,0.0,0.0,0.0,0.95,4.0,0.0
20200104:1810,0.0,0.0,0.0,0.86,3.93,0.0
20200104:1910,0.0,0.0,0.0,1.05,3.45,0.0
20200104:2010,0.0,0.0,0.0,0.91,3.45,0.0
20200104:2110,0.0,0.0,0.0,0.9,3.38,0.0
20200104:2210,0.0,0.0,0.0,0.84,3.31,0.0
20200104:2310,0.0,0.0,0.0,0.56,3.1,0.0
20200105:0010,0.0,0.0,0.0,0.46,2.97,0.0
20200105:0110,0.0,0.0,0.0,0.33,2.76,0.0
20200105:0210,0.0,0.0,0.0,-0.1,2.34,0.0
20200105:0310,0.0,0.0,0.0,0.1,2.14,0.0
20200105:0410,0.0,0.0,0.0,0.05,1.86,0.0
20200105:0510,0.0,0.0,0.0,0.16,1.52,0.0
20200105:0610,0.0,0.0,0.0,0.06,1.31,0.0
20200105:0710,0.0,0.0,0.0,0.27,1.03,0.0
20200105:0810,98.78,37.03,6.54,0.39,0.9,0.0
20200105:0910,274.28,81.31,12.72,0.7,0.55,0.0
20200105:1010,397.53,111.1,16.97,1.11,0.28,0.0
20200105:1110,436.72,120.76,18.91,1.61,0.0,0.0
20200105:1210,442.66,122.37,18.33,2.28,0.41,0.0
20200105:1310,344.66,99.02,15.31,2.71,0.69,0.0
20200105:1410,190.53,61.18,10.13,2.63,0.62,0.0
20200105:1510,12.82,11.27,3.22,2.25,0.62,0.0
20200105:1610,0.0,0.0,0.0,1.59,1.03,0.0
20200105:1710,0.0,0.0,0.0,0.66,1.24,0.0
20200105:1810,0.0,0.0,0.0,-0.35,1.38,0.0
20200105:1910,0.0,0.0,0.0,-0.19,1.24,0.0
20200105:2010,0.0,0.0,0.0,-0.82,1.38,0.0
20200105:2110,0.0,0.0,0.0,-1.31,1.38,0.0
20200105:2210,0.0,0.0,0.0,-1.82,1.31,0.0
20200105:2310,0.0,0.0,0.0,-2.14,1.31,0.0
20200106:0010,0.0,0.0,0.0,-2.79,1.38,0.0
20200106:0110,0.0,0.0,0.0,-3.08,1.38,0.0
20200106:0210,0.0,0.0,0.0,-2.92,1.24,0.0
20200106:0310,0.0,0.0,0.0,-2.59,1.03,0.0
20200106:0410,0.0,0.0,0.0,-2.37,0.9,0.0
20200106:0510,0.0,0.0,0.0,-2.21,0.83,0.0
20200106:0610,0.0,0.0,0.0,-1.94,0.69,0.0
20200106:0710,0.0,0.0,0.0,-2.95,0.62,0.0
20200106:0810,64.84,27.37,6.59,-2.63,0.9,0.0
20200106:0910,188.32,59.57,12.79,-1.82,1.17,0.0
20200106:1010,262.53,78.09,17.06,-0.24,1.31,0.0
20200106:1110,408.2,113.51,19.02,1.48,1.52,0.0
20200106:1210,449.64,123.98,18.46,2.87,1.72,0.0
20200106:1310,357.39,102.24,15.45,3.58,1.86,0.0
20200106:1410,196.42,62.79,10.28,3.48,1.86,0.0
20200106:1510,19.44,13.69,3.37,2.16,2.28,0.0
20200106:1610,0.0,0.0,0.0,0.89,2.48,0.0
20200106:1710,0.0,0.0,0.0,0.57,2.55,0.0
20200106:1810,0.0,0.0,0.0,0.55,2.62,0.0
20200106:1910,0.0,0.0,0.0,0.28,2.83,0.0
20200106:2010,0.0,0.0,0.0,0.58,3.03,0.0
20200106:2110,0.0,0.0,0.0,0.86,3.17,0.0
20200106:2210,0.0,0.0,0.0,1.11,3.31,0.0
20200106:2310,0.0,0.0,0.0,1.32,3.45,0.0
20200107:0010,0.0,0.0,0.0,1.44,3.59,0.0
20200107:0110,0.0,0.0,0.0,1.4,3.52,0.0
20200107:0210,0.0,0.0,0.0,1.45,3.31,0.0
20200107:0310,0.0,0.0,0.0,1.18,3.1,0.0
20200107:0410,0.0,0.0,0.0,0.91,3.17,0.0
20200107:0510,0.0,0.0,0.0,0.58,3.1,0.0
20200107:0610,0.0,0.0,0.0,0.23,2.9,0.0
20200107:0710,0.0,0.0,0.0,0.3,2.41,0.0
20200107:0810,101.7,37.84,6.65,0.72,2.41,0.0
20200107:0910,244.12,74.07,12.86,1.53,2.28,0.0
20200107:1010,175.36,57.16,17.16,2.14,2.34,0.0
20200107:1110,471.24,128.81,19.13,2.5,2.14,0.0
20200107:1210,298.44,87.75,18.6,3.15,2.83,0.0
20200107:1310,297.76,87.75,15.6,3.43,2.14,0.0
20200107:1410,103.23,38.64,10.43,3.36,1.59,0.0
20200107:1510,23.98,15.3,3.53,2.8,1.31,0.0
20200107:1610,0.0,0.0,0.0,2.11,1.31,0.0
20200107:1710,0.0,0.0,0.0,1.3,1.45,0.0
20200107:1810,0.0,0.0,0.0,0.81,1.52,0.0
20200107:1910,0.0,0.0,0.0,0.09,1.52,0.0
20200107:2010,0.0,0.0,0.0,-0.54,1.59,0.0
20200107:2110,0.0,0.0,0.0,-0.54,1.66,0.0
20200107:2210,0.0,0.0,0.0,-0.85,1.86,0.0
20200107:2310,0.0,0.0,0.0,-0.9,1.93,0.0
20200108:0010,0.0,0.0,0.0,-0.86,2.07,0.0
20200108:0110,0.0,0.0,0.0,-1.04,2.21,0.0
20200108:0210,0.0,0.0,0.0,-1.12,2.28,0.0
20200108:0310,0.0,0.0,0.0,-1.23,2.21,0.0
20200108:0410,0.0,0.0,0.0,-0.92,2.34,0.0
20200108:0510,0.0,0.0,0.0,-0.54,2.41,0.0
20200108:0610,0.0,0.0,0.0,-0.27,2.55,0.0
20200108:0710,0.0,0.0,0.0,-0.08,2.76,0.0
20200108:0810,84.06,33.01,6.71,0.38,2.83,0.0
20200108:0910,257.22,77.29,12.95,1.7,2.76,0.0
20200108:1010,265.05,79.7,17.26,3.34,2.76,0.0
20200108:1110,454.19,125.59,19.26,4.32,2.76,0.0
20200108:1210,331.78,96.61,18.74,5.23,2.76,0.0
20200108:1310,344.52,99.83,15.75,5.59,2.83,0.0
20200108:1410,197.42,63.6,10.59,5.91,2.9,0.0
20200108:1510,25.92,16.1,3.69,5.79,2.62,0.0
20200108:1610,0.0,0.0,0.0,4.94,2.62,0.0
20200108:1710,0.0,0.0,0.0,4.82,2.55,0.0
20200108:1810,0.0,0.0,0.0,5.06,2.69,0.0
20200108:1910,0.0,0.0,0.0,4.05,2.76,0.0
20200108:2010,0.0,0.0,0.0,4.15,2.76,0.0
20200108:2110,0.0,0.0,0.0,4.51,2.69,0.0
20200108:2210,0.0,0.0,0.0,4.69,2.62,0.0
20200108:2310,0.0,0.0,0.0,4.64,2.62,0.0
20200109:0010,0.0,0.0,0.0,4.7,2.62,0.0
20200109:0110,0.0,0.0,0.0,4.56,2.69,0.0
20200109:0210,0.0,0.0,0.0,4.48,2.69,0.0
20200109:0310,0.0,0.0,0.0,4.56,2.62,0.0
20200109:0410,0.0,0.0,0.0,4.92,2.62,0.0
20200109:0510,0.0,0.0,0.0,5.2,2.76,0.0
20200109:0610,0.0,0.0,0.0,5.21,2.83,0.0
20200109:0710,0.0,0.0,0.0,4.54,3.1,0.0
20200109:0810,87.98,34.62,6.78,4.69,3.24,0.0
20200109:0910,269.41,81.31,13.04,5.15,3.17,0.0
20200109:1010,277.7,83.73,17.37,6.19,2.69,0.0
20200109:1110,186.3,61.18,19.39,7.59,2.62,0.0
20200109:1210,145.04,50.72,18.89,8.9,2.62,0.0
20200109:1310,162.9,55.55,15.91,9.48,2.34,0.0
20200109:1410,91.58,36.23,10.76,9.16,2.41,0.0
20200109:1510,27.86,16.91,3.86,8.16,2.41,0.0
20200109:1610,0.0,0.0,0.0,6.55,2.55,0.0
20200109:1710,0.0,0.0,0.0,5.6,2.55,0.0
20200109:1810,0.0,0.0,0.0,5.15,2.62,0.0
20200109:1910,0.0,0.0,0.0,4.99,2.9,0.0
20200109:2010,0.0,0.0,0.0,4.73,2.9,0.0
20200109:2110,0.0,0.0,0.0,4.59,2.76,0.0
20200109:2210,0.0,0.0,0.0,4.48,2.55,0.0
20200109:2310,0.0,0.0,0.0,4.53,2.48,0.0
20200110:0010,0.0,0.0,0.0,4.47,2.55,0.0
20200110:0110,0.0,0.0,0.0,4.65,2.76,0.0
20200110:0210,0.0,0.0,0.0,4.92,3.38,0.0
20200110:0310,0.0,0.0,0.0,4.62,3.86,0.0
20200110:0410,0.0,0.0,0.0,4.24,4.07,0.0
20200110:0510,0.0,0.0,0.0,3.97,3.79,0.0
20200110:0610,0.0,0.0,0.0,3.68,3.72,0.0
20200110:0710,0.0,0.0,0.0,4.49,3.79,0.0
20200110:0810,68.09,28.98,6.86,4.38,3.66,0.0
20200110:0910,211.05,66.82,13.14,5.16,3.38,0.0
20200110:1010,400.64,113.51,17.49,6.05,3.38,0.0
20200110:1110,234.76,73.26,19.53,7.09,4.07,0.0
20200110:1210,302.36,90.17,19.04,7.77,5.52,0.0
20200110:1310,361.4,104.66,16.07,7.79,4.69,0.0
20200110:1410,208.58,66.82,10.93,7.62,4.0,0.0
20200110:1510,28.08,16.91,4.03,6.93,3.86,0.0
20200110:1610,0.0,0.0,0.0,6.13,3.66,0.0
20200110:1710,0.0,0.0,0.0,5.53,3.59,0.0
20200110:1810,0.0,0.0,0.0,5.25,3.52,0.0
20200110:1910,0.0,0.0,0.0,4.98,3.45,0.0
20200110:2010,0.0,0.0,0.0,4.67,3.17,0.0
20200110:2110,0.0,0.0,0.0,4.37,2.69,0.0
20200110:2210,0.0,0.0,0.0,4.09,2.41,0.0
20200110:2310,0.0,0.0,0.0,3.8,2.34,0.0
20200111:0010,0.0,0.0,0.0,3.42,2.28,0.0
20200111:0110,0.0,0.0,0.0,3.24,2.21,0.0
20200111:0210,0.0,0.0,0.0,2.91,2.14,0.0
20200111:0310,0.0,0.0,0.0,2.56,2.0,0.0
20200111:0410,0.0,0.0,0.0,2.45,1.86,0.0
20200111:0510,0.0,0.0,0.0,2.2,1.52,0.0
20200111:0610,0.0,0.0,0.0,1.91,1.45,0.0
20200111:0710,0.0,0.0,0.0,1.71,1.1,0.0
20200111:0810,107.1,39.45,6.94,1.59,0.55,0.0
20200111:0910,220.09,68.43,13.24,1.93,0.21,0.0
20200111:1010,395.14,111.1,17.62,2.34,0.21,0.0
20200111:1110,268.02,80.51,19.68,2.84,0.28,0.0
20200111:1210,444.38,123.17,19.2,2.89,0.14,0.0
20200111:1310,330.44,95.8,16.25,3.11,0.34,0.0
20200111:1410,170.86,56.35,11.11,3.32,0.76,0.0
20200111:1510,38.7,20.13,4.21,3.28,0.97,0.0
20200111:1610,0.0,0.0,0.0,2.9,0.97,0.0
20200111:1710,0.0,0.0,0.0,2.31,1.1,0.0
20200111:1810,0.0,0.0,0.0,1.52,0.9,0.0
20200111:1910,0.0,0.0,0.0,1.27,1.1,0.0
20200111:2010,0.0,0.0,0.0,0.55,0.9,0.0
20200111:2110,0.0,0.0,0.0,0.03,0.83,0.0
20200111:2210,0.0,0.0,0.0,-0.72,0.97,0.0
20200111:2310,0.0,0.0,0.0,-1.5,1.1,0.0
20200112:0010,0.0,0.0,0.0,-2.07,1.1,0.0
20200112:0110,0.0,0.0,0.0,-2.31,0.97,0.0
20200112:0210,0.0,0.0,0.0,-2.75,0.97,0.0
20200112:0310,0.0,0.0,0.0,-3.15,0.9,0.0
20200112:0410,0.0,0.0,0.0,-3.19,1.17,0.0
20200112:0510,0.0,0.0,0.0,-3.17,1.17,0.0
20200112:0610,0.0,0.0,0.0,-2.77,1.38,0.0
20200112:0710,0.0,0.0,0.0,-2.29,2.0,0.0
20200112:0810,64.58,27.37,7.04,-1.68,2.14,0.0
20200112:0910,189.63,60.38,13.36,0.47,1.93,0.0
20200112:1010,226.71,70.04,17.75,2.35,2.07,0.0
20200112:1110,397.76,111.9,19.83,3.72,2.34,0.0
20200112:1210,283.0,84.53,19.37,4.7,2.76,0.0
20200112:1310,375.62,107.07,16.43,4.92,2.76,0.0
20200112:1410,201.82,64.4,11.29,4.7,2.9,0.0
20200112:1510,12.74,11.27,4.39,3.6,2.9,0.0
20200112:1610,0.0,0.0,0.0,2.14,2.76,0.0
20200112:1710,0.0,0.0,0.0,1.37,2.69,0.0
20200112:1810,0.0,0.0,0.0,1.04,2.62,0.0
20200112:1910,0.0,0.0,0.0,0.28,2.48,0.0
20200112:2010,0.0,0.0,0.0,0.28,2.48,0.0
20200112:2110,0.0,0.0,0.0,0.33,2.41,0.0
20200112:2210,0.0,0.0,0.0,0.4,2.28,0.0
20200112:2310,0.0,0.0,0.0,0.64,2.14,0.0
20200113:0010,0.0,0.0,0.0,1.07,1.86,0.0
20200113:0110,0.0,0.0,0.0,1.25,1.66,0.0
20200113:0210,0.0,0.0,0.0,0.93,1.59,0.0
20200113:0310,0.0,0.0,0.0,0.66,1.38,0.0
20200113:0410,0.0,0.0,0.0,0.85,1.1,0.0
20200113:0510,0.0,0.0,0.0,0.71,1.1,0.0
20200113:0610,0.0,0.0,0.0,0.54,1.1,0.0
20200113:0710,0.0,0.0,0.0,0.36,1.24,0.0
20200113:0810,110.97,40.25,7.14,0.23,1.24,0.0
20200113:0910,276.93,82.12,13.47,1.46,1.24,0.0
20200113:1010,392.4,110.29,17.9,2.64,1.45,0.0
20200113:1110,492.26,134.45,20.0,3.43,1.52,0.0
20200113:1210,473.62,130.42,19.55,4.19,1.52,0.0
20200113:1310,352.17,101.44,16.61,4.56,1.52,0.0
20200113:1410,214.7,67.63,11.48,4.39,1.59,0.0
20200113:1510,43.92,21.74,4.58,3.2,2.0,0.0
20200113:1610,0.0,0.0,0.0,1.42,2.21,0.0
20200113:1710,0.0,0.0,0.0,0.56,2.07,0.0
20200113:1810,0.0,0.0,0.0,0.25,2.0,0.0
20200113:1910,0.0,0.0,0.0,0.91,2.0,0.0
20200113:2010,0.0,0.0,0.0,0.61,2.14,0.0
20200113:2110,0.0,0.0,0.0,0.67,2.14,0.0
20200113:2210,0.0,0.0,0.0,0.49,2.07,0.0
20200113:2310,0.0,0.0,0.0,0.54,1.93,0.0
20200114:0010,0.0,0.0,0.0,0.38,2.07,0.0
20200114:0110,0.0,0.0,0.0,0.48,2.34,0.0
20200114:0210,0.0,0.0,0.0,0.78,2.62,0.0
20200114:0310,0.0,0.0,0.0,0.93,2.76,0.0
20200114:0410,0.0,0.0,0.0,1.14,2.83,0.0
20200114:0510,0.0,0.0,0.0,1.28,2.83,0.0
20200114:0610,0.0,0.0,0.0,1.83,2.9,0.0
20200114:0710,0.0,0.0,0.0,1.25,3.17,0.0
20200114:0810,110.38,40.25,7.24,1.47,3.17,0.0
20200114:0910,203.85,64.4,13.6,2.69,3.17,0.0
20200114:1010,205.52,65.21,18.04,4.22,3.03,0.0
20200114:1110,334.35,97.41,20.16,5.78,3.03,0.0
20200114:1210,254.34,78.09,19.73,6.72,3.03,0.0
20200114:1310,365.8,105.46,16.8,6.87,3.38,0.0
20200114:1410,159.62,53.94,11.67,6.03,3.1,0.0
20200114:1510,28.44,16.91,4.77,5.0,2.9,0.0
20200114:1610,0.0,0.0,0.0,3.95,2.97,0.0
20200114:1710,0.0,0.0,0.0,3.83,2.97,0.0
20200114:1810,0.0,0.0,0.0,4.01,3.1,0.0
20200114:1910,0.0,0.0,0.0,3.74,3.1,0.0
20200114:2010,0.0,0.0,0.0,3.42,3.1,0.0
20200114:2110,0.0,0.0,0.0,2.88,2.97,0.0
20200114:2210,0.0,0.0,0.0,2.74,2.69,0.0
20200114:2310,0.0,0.0,0.0,2.72,2.41,0.0
20200115:0010,0.0,0.0,0.0,2.63,2.28,0.0
20200115:0110,0.0,0.0,0.0,2.29,2.21,0.0
20200115:0210,0.0,0.0,0.0,2.09,2.14,0.0
20200115:0310,0.0,0.0,0.0,1.83,2.21,0.0
20200115:0410,0.0,0.0,0.0,1.72,2.28,0.0
20200115:0510,0.0,0.0,0.0,1.48,2.41,0.0
20200115:0610,0.0,0.0,0.0,1.39,2.28,0.0
20200115:0710,0.0,0.0,0.0,1.13,2.28,0.0
20200115:0810,55.12,24.96,7.35,1.5,2.07,0.0
20200115:0910,118.22,42.67,13.73,3.51,1.86,0.0
20200115:1010,140.98,49.11,18.2,5.99,1.79,0.0
20200115:1110,155.02,53.13,20.34,7.74,1.93,0.0
20200115:1210,151.24,52.33,19.92,8.64,1.93,0.0
20200115:1310,132.84,47.5,17.0,8.93,1.93,0.0
20200115:1410,97.65,37.84,11.87,8.52,2.21,0.0
20200115:1510,50.8,24.15,4.97,7.11,2.62,0.0
20200115:1610,0.0,0.0,0.0,5.3,2.97,0.0
20200115:1710,0.0,0.0,0.0,4.42,3.17,0.0
20200115:1810,0.0,0.0,0.0,4.17,3.24,0.0
20200115:1910,0.0,0.0,0.0,4.09,3.17,0.0
20200115:2010,0.0,0.0,0.0,3.91,3.17,0.0
20200115:2110,0.0,0.0,0.0,4.02,3.17,0.0
20200115:2210,0.0,0.0,0.0,3.67,3.17,0.0
20200115:2310,0.0,0.0,0.0,3.55,3.03,0.0
20200116:0010,0.0,0.0,0.0,3.81,2.83,0.0
20200116:0110,0.0,0.0,0.0,4.11,2.69,0.0
20200116:0210,0.0,0.0,0.0,3.85,2.55,0.0
20200116:0310,0.0,0.0,0.0,3.74,2.41,0.0
20200116:0410,0.0,0.0,0.0,3.31,2.28,0.0
20200116:0510,0.0,0.0,0.0,2.96,2.07,0.0
20200116:0610,0.0,0.0,0.0,2.76,1.86,0.0
20200116:0710,0.0,0.0,0.0,3.81,1.59,0.0
20200116:0810,57.2,25.76,7.47,3.73,1.24,0.0
20200116:0910,292.05,86.95,13.87,4.62,0.62,0.0
20200116:1010,195.98,63.6,18.36,6.81,0.41,0.0
20200116:1110,157.5,53.94,20.52,8.15,0.55,0.0
20200116:1210,159.88,54.74,20.12,9.13,1.03,0.0
20200116:1310,138.42,49.11,17.2,9.53,1.72,0.0
20200116:1410,97.24,37.84,12.07,9.33,2.0,0.0
20200116:1510,55.8,25.76,5.17,8.27,2.0,0.0
20200116:1610,0.0,0.0,0.0,6.59,2.14,0.0
20200116:1710,0.0,0.0,0.0,5.28,2.14,0.0
20200116:1810,0.0,0.0,0.0,4.3,2.14,0.0
20200116:1910,0.0,0.0,0.0,3.49,2.0,0.0
20200116:2010,0.0,0.0,0.0,2.69,1.72,0.0
20200116:2110,0.0,0.0,0.0,1.56,1.24,0.0
20200116:2210,0.0,0.0,0.0,0.84,1.03,0.0
20200116:2310,0.0,0.0,0.0,0.34,0.97,0.0
20200117:0010,0.0,0.0,0.0,0.13,0.9,0.0
20200117:0110,0.0,0.0,0.0,-0.48,0.97,0.0
20200117:0210,0.0,0.0,0.0,-1.39,1.24,0.0
20200117:0310,0.0,0.0,0.0,-2.25,1.66,0.0
20200117:0410,0.0,0.0,0.0,-1.85,2.07,0.0
20200117:0510,0.0,0.0,0.0,-1.56,2.07,0.0
20200117:0610,0.0,0.0,0.0,-1.57,2.07,0.0
20200117:0710,0.0,0.0,0.0,-0.69,2.55,0.0
20200117:0810,116.96,41.86,7.6,0.57,2.41,0.0
20200117:0910,278.91,82.92,14.02,2.74,2.28,0.0
20200117:1010,160.38,53.94,18.53,4.94,2.34,0.0
20200117:1110,177.88,58.77,20.71,6.5,2.62,0.0
20200117:1210,487.76,135.25,20.32,7.37,2.83,0.0
20200117:1310,202.32,65.21,17.41,7.39,3.03,0.0
20200117:1410,206.19,66.01,12.28,6.75,3.17,0.0
20200117:1510,0.0,4.83,5.37,5.73,3.03,0.0
20200117:1610,0.0,0.0,0.0,4.95,3.03,0.0
20200117:1710,0.0,0.0,0.0,4.13,3.1,0.0
20200117:1810,0.0,0.0,0.0,3.97,3.1,0.0
20200117:1910,0.0,0.0,0.0,4.1,3.1,0.0
20200117:2010,0.0,0.0,0.0,3.91,2.9,0.0
20200117:2110,0.0,0.0,0.0,3.78,2.83,0.0
20200117:2210,0.0,0.0,0.0,3.7,2.83,0.0
20200117:2310,0.0,0.0,0.0,3.57,2.83,0.0
20200118:0010,0.0,0.0,0.0,3.32,2.76,0.0
20200118:0110,0.0,0.0,0.0,3.09,2.69,0.0
20200118:0210,0.0,0.0,0.0,2.85,2.76,0.0
20200118:0310,0.0,0.0,0.0,2.48,2.55,0.0
20200118:0410,0.0,0.0,0.0,2.22,2.41,0.0
20200118:0510,0.0,0.0,0.0,1.59,2.14,0.0
20200118:0610,0.0,0.0,0.0,0.95,2.0,0.0
20200118:0710,0.0,0.0,0.0,1.16,2.07,0.0
20200118:0810,129.02,45.08,7.73,0.97,2.0,0.0
20200118:0910,283.91,83.73,14.18,1.45,2.07,0.0
20200118:1010,150.12,50.72,18.71,2.12,2.76,0.0
20200118:1110,495.45,134.45,20.9,2.68,2.97,0.0
20200118:1210,171.32,56.35,20.53,3.27,3.03,0.0
20200118:1310,41.31,20.93,17.62,3.29,3.24,0.0
20200118:1410,193.68,61.99,12.49,3.27,3.31,0.0
20200118:1510,28.84,16.91,5.58,2.52,2.69,0.0
20200118:1610,0.0,0.0,0.0,1.58,2.21,0.0
20200118:1710,0.0,0.0,0.0,0.62,1.93,0.0
20200118:1810,0.0,0.0,0.0,-0.17,1.86,0.0
20200118:1910,0.0,0.0,0.0,-0.76,1.72,0.0
20200118:2010,0.0,0.0,0.0,-1.43,1.52,0.0
20200118:2110,0.0,0.0,0.0,-1.87,1.31,0.0
20200118:2210,0.0,0.0,0.0,-2.43,1.31,0.0
20200118:2310,0.0,0.0,0.0,-2.44,1.17,0.0
20200119:0010,0.0,0.0,0.0,-2.11,1.1,0.0
20200119:0110,0.0,0.0,0.0,-1.5,1.03,0.0
20200119:0210,0.0,0.0,0.0,-1.29,1.24,0.0
20200119:0310,0.0,0.0,0.0,-1.16,1.24,0.0
20200119:0410,0.0,0.0,0.0,-1.36,1.24,0.0
20200119:0510,0.0,0.0,0.0,-1.35,1.24,0.0
